Account Number,Account Source,Annual Revenue,State Code,Country Code,Channel Program Name,Industry,Name,Number of employees,Ownership,Rating,Site,Type,Year Started,Total Opportunity Amount,First Sale Date,Last Sale Date,Average Sales Cycle ,Number of Renewals,Num Opportunities Won,Num Opportunities Lost
1899,3,$383094.36,NY,US,3,Coal Mining,"Wiegand, Monahan and Rice",26371,3,2,US,4,1975,510922,09-02-2017,2/13/2018,68,3,1,4
1900,2,$752738.90,PA,US,3,Real Estate Investment Trusts,Koss Inc,24202,1,2,US,4,1966,444297,01-10-2018,09-10-2018,52,2,4,1
1901,1,$864826.79,CO,US,3,Other Specialty Stores,"Connelly, Welch and Heidenreich",46274,3,2,US,5,1994,219096,7/28/2015,06-03-2018,89,3,2,5
1902,3,$195179.84,RI,US,3,Property-Casualty Insurers,Sipes Inc,36792,4,3,US,6,1952,846463,07-06-2016,1/15/2019,31,1,2,2
1903,4,$374373.98,IL,US,2,Real Estate Investment Trusts,Cronin-McLaughlin,21969,1,1,US,5,1964,456298,5/27/2016,11-06-2018,85,3,4,2
1904,3,$309301.87,FL,US,2,Biotechnology: Biological Products (No Diagnostic Substances),Hahn-Hoppe,19525,1,2,US,5,1900,211443,5/19/2015,12-06-2018,49,5,3,2
1905,3,$248591.04,NM,US,3,Major Pharmaceuticals,"Leffler, Hamill and Herzog",76924,1,2,US,6,1997,619464,10/23/2017,12-09-2018,32,4,1,5
1906,2,$646490.62,FL,US,2,Medical Specialities,Wiegand-Zieme,52860,4,2,US,2,1981,765058,9/18/2017,08-11-2018,64,4,2,1
1907,5,$483320.11,MN,US,3,,Aufderhar-Watsica,99942,4,3,US,5,1901,704472,11/30/2017,10-09-2018,67,5,4,3
1908,4,$912714.78,TN,US,2,Radio And Television Broadcasting And Communications Equipment,Deckow-Collier,39361,1,1,US,4,1964,520638,3/20/2017,5/21/2018,42,5,4,4
1909,5,$673381.73,UT,US,2,Environmental Services,Erdman LLC,29961,4,2,US,4,1966,870293,5/17/2016,05-01-2018,84,1,4,5
1910,4,$135972.79,FL,US,2,,Auer Group,11945,1,1,US,5,1950,174858,12-02-2016,9/15/2018,41,4,3,5
1911,4,$369068.90,AR,US,3,Oil & Gas Production,"Streich, Goldner and Leuschke",94888,3,1,US,4,1916,910390,11/19/2016,10/29/2018,86,5,1,2
1912,5,$355195.64,CA,US,3,Radio And Television Broadcasting And Communications Equipment,Russel-Boyle,18100,1,3,US,5,1957,674533,08-08-2017,9/25/2018,67,2,2,5
1913,3,$218762.70,NY,US,3,Oil & Gas Production,"Kling, Shanahan and Treutel",65120,4,1,US,3,1909,45398,11-12-2017,08-12-2018,47,5,1,1
1914,1,$974072.13,TX,US,3,,Mayer-Kovacek,84570,4,1,US,6,1905,143750,06-03-2015,12/30/2018,76,3,3,3
1915,3,$771373.05,NM,US,2,,Littel-Raynor,14753,2,2,US,5,1924,35891,10/23/2017,09-06-2018,77,1,4,3
1916,2,$465957.44,CA,US,2,Major Pharmaceuticals,"Kuvalis, Hauck and Berge",89283,1,2,US,7,1960,30440,10/31/2016,7/15/2018,84,3,2,5
1917,5,$897657.40,MT,US,3,Medical/Nursing Services,"Murray, Nader and Runte",6854,2,2,US,4,1919,779175,07-03-2016,11/16/2018,68,3,4,2
1918,5,$867563.21,IL,US,2,,Christiansen and Sons,84634,3,3,US,2,1974,170312,8/15/2017,6/26/2018,30,4,4,3
1919,4,$77475.30,MI,US,2,,O'Keefe Group,67775,2,1,US,3,1999,236203,11/29/2017,04-08-2018,88,1,5,1
1920,2,$755045.68,TX,US,2,Major Pharmaceuticals,"Bergnaum, Feeney and Breitenberg",9537,4,3,US,7,1961,499958,9/28/2017,9/29/2018,70,3,4,4
1921,3,$331862.03,TX,US,3,,"Bergnaum, Schuster and MacGyver",71029,1,3,US,3,1991,323836,07-04-2016,5/26/2018,75,2,5,5
1922,1,$372052.94,CA,US,2,,Wisoky-Larson,37295,3,3,US,1,1977,929159,5/15/2017,9/26/2018,75,2,4,1
1923,1,$949951.70,KY,US,3,Specialty Insurers,Thiel-Hammes,45592,4,1,US,1,1947,724727,1/30/2018,7/25/2018,59,2,2,4
1924,2,$78276.67,NY,US,3,Building Products,Dare-Wiegand,1285,4,1,US,1,1945,593968,9/24/2017,06-06-2018,72,4,1,1
1925,2,$222773.75,FL,US,3,Major Banks,Parisian and Sons,34112,3,3,US,4,1995,473480,06-01-2017,2/18/2018,74,3,3,3
1926,3,$638639.31,MI,US,3,Auto Parts:O.E.M.,Murphy-Spencer,7392,3,2,US,7,1915,970140,1/14/2017,10/15/2018,35,1,4,2
1927,5,$704594.49,TX,US,3,Major Pharmaceuticals,Ziemann-Morar,90178,2,2,US,2,1995,448075,01-06-2016,2/26/2018,42,5,3,5
1928,1,$881829.03,TN,US,2,Business Services,Weissnat-Connelly,54932,3,2,US,4,1978,392733,08-09-2016,1/13/2019,80,4,5,3
1929,2,$966171.21,NV,US,2,Real Estate Investment Trusts,Beer Inc,2261,3,2,US,7,1943,353836,11/14/2015,12/22/2018,81,2,5,4
1930,4,$555926.41,VA,US,2,,"O'Connell, Metz and Toy",97402,1,2,US,6,1914,825092,09-08-2015,10/30/2018,68,5,2,3
1931,2,$891555.29,LA,US,2,Medical/Dental Instruments,Rempel and Sons,48497,1,1,US,2,1957,799030,6/23/2015,10/18/2018,49,3,2,5
1932,4,$956218.77,KS,US,3,Business Services,Walker-Cruickshank,24200,3,1,US,2,1972,227239,06-11-2015,7/13/2018,79,5,1,1
1933,5,$244493.54,OK,US,1,,Barrows LLC,1539,4,1,US,4,1983,173547,04-12-2017,10/20/2018,81,4,3,1
1934,5,$805353.87,NY,US,3,Finance: Consumer Services,D'Amore LLC,97581,4,1,US,6,1948,636156,1/25/2018,04-11-2018,36,2,3,2
1935,3,$634792.66,AZ,US,2,Other Consumer Services,MacGyver-Medhurst,48220,3,2,US,5,1921,912937,7/14/2017,6/13/2018,76,2,3,2
1936,1,$995800.63,LA,US,3,Computer Software: Prepackaged Software,"Hermann, Ferry and Walter",33348,4,3,US,5,1960,871013,03-10-2016,07-07-2018,59,5,3,1
1937,2,$335832.86,MN,US,3,"Computer Software: Programming, Data Processing",Shanahan LLC,16487,3,1,US,2,1986,631208,9/18/2015,12/22/2018,40,2,5,1
1938,3,$466726.96,AL,US,2,,Crooks and Sons,72253,3,2,US,2,1997,683085,3/15/2015,12/23/2018,40,4,3,5
1939,1,$648306.11,PA,US,3,Major Chemicals,Hackett-Bauch,22266,1,3,US,3,1929,398439,02-04-2016,11/22/2018,65,5,1,1
1940,1,$845470.70,TX,US,2,Power Generation,Tromp and Sons,87925,3,3,US,4,1943,616086,06-05-2016,8/22/2018,31,5,5,2
1941,2,$453727.17,TN,US,2,Marine Transportation,Stroman and Sons,56383,4,3,US,6,1925,463518,11-12-2016,02-04-2018,38,3,5,2
1942,2,$457595.06,CO,US,3,Major Banks,Mitchell-Cruickshank,29401,4,3,US,5,1996,898938,04-04-2015,04-04-2018,57,1,3,1
1943,2,$398443.25,FL,US,2,Real Estate Investment Trusts,"Luettgen, Yundt and Bailey",69888,3,1,US,1,1991,985122,05-06-2016,7/31/2018,62,4,1,3
1944,3,$95913.49,LA,US,2,Electric Utilities: Central,"Gutkowski, Spencer and Nikolaus",13283,3,3,US,6,1947,609841,5/21/2015,01-05-2019,85,4,5,4
1945,4,$937467.61,OH,US,3,Computer Software: Prepackaged Software,"Bernhard, Christiansen and Howe",23382,2,2,US,2,1980,57636,10/19/2017,03-09-2018,36,3,1,1
1946,5,$532591.92,AZ,US,2,Real Estate,"Weber, Douglas and Stamm",96312,1,2,US,2,1999,700866,6/15/2016,8/27/2018,42,5,3,3
1947,1,$509345.22,TX,US,2,Power Generation,Fritsch Group,55469,4,1,US,5,1965,597453,12/17/2017,2/18/2018,62,3,2,2
1948,5,$124652.43,MI,US,3,Computer Software: Prepackaged Software,Crona-Ondricka,14446,4,1,US,1,1982,730775,8/28/2015,3/25/2018,42,4,4,3
1949,3,$105471.90,TN,US,2,Industrial Specialties,"Wiza, Cassin and Lesch",89211,1,2,US,5,1909,951876,02-12-2016,5/23/2018,63,4,2,2
1950,5,$630474.72,AL,US,2,Department/Specialty Retail Stores,Russel-Kutch,33348,1,3,US,5,1976,124801,1/20/2018,2/21/2018,71,2,1,1
1951,5,$913698.44,NC,US,3,,Spinka-Herman,79465,3,1,US,1,1975,490873,8/20/2017,11-09-2018,65,5,3,5
1952,3,$721446.26,NJ,US,3,,Veum-Gleason,87586,1,3,US,4,1999,614262,06-04-2015,2/21/2018,44,3,5,3
1953,5,$318439.28,MO,US,2,Restaurants,"Wolff, Nienow and Ledner",32590,3,1,US,2,1976,389394,8/24/2017,10/16/2018,85,5,3,5
1954,1,$513591.48,LA,US,2,,Harvey-Mueller,13433,1,3,US,3,1907,822295,05-07-2016,5/13/2018,39,1,2,5
1955,5,$377687.61,OR,US,3,Real Estate Investment Trusts,Hoppe Inc,12509,4,1,US,3,1928,400122,09-12-2015,1/21/2019,35,1,5,4
1956,5,$548069.76,MI,US,3,Beverages (Production/Distribution),"Bruen, Dietrich and Breitenberg",25489,1,1,US,3,1927,141905,08-12-2016,5/14/2018,83,5,1,3
1957,5,$654336.54,NC,US,3,Property-Casualty Insurers,Waters-Keeling,91262,2,1,US,5,1935,232510,1/29/2016,4/19/2018,77,4,4,2
1958,1,$570165.86,TX,US,2,Real Estate Investment Trusts,Berge and Sons,82246,1,1,US,3,1944,31663,2/27/2017,10/23/2018,46,1,2,1
1959,1,$439301.95,CA,US,3,,"Littel, Nolan and Collier",90302,1,2,US,4,1944,680009,5/17/2017,11/20/2018,33,1,5,1
1960,3,$641260.36,OK,US,2,Investment Managers,Kuphal Group,44210,4,2,US,5,1991,869587,12/15/2017,10-07-2018,88,2,5,5
1961,3,$989945.22,NY,US,2,EDP Services,Jones-Kohler,62072,3,3,US,5,1933,224467,05-10-2015,11/20/2018,58,5,3,5
1962,2,$568955.42,TN,US,3,Auto Parts:O.E.M.,Murazik-Murray,34969,4,1,US,1,1922,647315,11/20/2015,5/14/2018,52,2,5,1
1963,5,$480111.64,CA,US,3,Major Pharmaceuticals,Satterfield-Hartmann,92105,1,3,US,3,1954,77538,09-03-2016,6/21/2018,83,4,2,4
1964,3,$874955.97,CA,US,3,Other Specialty Stores,Jakubowski-Greenholt,77043,3,3,US,1,1953,275688,10/26/2017,8/16/2018,86,2,3,5
1965,2,$685432.72,LA,US,2,Semiconductors,Williamson Inc,60606,2,3,US,2,1950,528117,10-05-2016,09-02-2018,48,4,2,5
1966,5,$962372.46,KY,US,3,Coal Mining,McKenzie and Sons,11600,1,1,US,1,1923,788117,8/16/2017,6/30/2018,70,2,2,2
1967,1,$566091.27,MO,US,2,Apparel,"Stamm, Ledner and Willms",82432,1,3,US,7,1926,824365,02-12-2017,1/27/2019,53,2,4,5
1968,1,$421036.97,CA,US,3,Major Pharmaceuticals,"Mante, Okuneva and Roberts",95501,4,3,US,7,1974,741391,9/30/2015,11-11-2018,85,1,5,5
1969,4,$849636.49,MN,US,2,Restaurants,Pouros-Bechtelar,53554,1,3,US,3,1930,184959,6/26/2016,8/16/2018,71,5,3,4
1970,2,$709951.14,AZ,US,2,Other Specialty Stores,Boehm Inc,12203,1,3,US,3,1944,13922,7/20/2017,8/30/2018,86,5,4,4
1971,1,$838591.14,ID,US,3,Broadcasting,Zulauf-Franecki,74392,4,2,US,3,1999,530480,10/20/2016,10-12-2018,61,2,2,4
1972,3,$760783.44,OK,US,2,,Runolfsson LLC,84156,1,1,US,2,1947,989058,4/27/2015,10/20/2018,83,2,4,3
1973,1,$966503.49,WA,US,3,Professional Services,Okuneva-Murazik,52001,1,2,US,1,1974,969017,7/20/2017,4/14/2018,83,5,5,5
1974,1,$264780.24,MO,US,3,,"Lubowitz, Flatley and Parker",69373,3,1,US,4,1963,227658,10/25/2015,4/27/2018,69,1,4,2
1975,3,$569666.98,NM,US,3,Major Banks,Gleason-Cassin,37781,4,2,US,7,1908,160369,06-11-2015,03-07-2018,56,4,1,3
1976,1,$462255.70,CA,US,2,Computer Software: Prepackaged Software,Brown-Altenwerth,44342,2,1,US,3,1924,666990,4/20/2017,06-07-2018,69,5,3,2
1977,5,$100087.64,TN,US,3,,Baumbach LLC,58723,2,1,US,7,1980,597915,9/30/2015,11-03-2018,66,2,2,2
1978,1,$4502.15,TX,US,2,Major Pharmaceuticals,Herzog Group,93408,1,1,US,5,1996,749263,9/25/2017,11/16/2018,55,4,2,3
1979,1,$164244.72,CA,US,2,Metal Fabrications,Jakubowski-Hermann,91952,1,1,US,3,1991,118915,09-04-2015,3/28/2018,39,5,2,1
1980,1,$705696.84,OH,US,3,Major Banks,"Veum, Aufderhar and Hansen",37476,2,1,US,5,1963,450872,7/17/2015,01-09-2019,73,1,5,1
1981,1,$80534.49,ND,US,2,Investment Bankers/Brokers/Service,Kautzer-DuBuque,47381,1,3,US,7,1989,575579,11-07-2017,12/18/2018,58,5,4,3
1982,3,$761940.52,NY,US,2,,"Kirlin, Abernathy and Welch",15347,2,2,US,6,1983,573527,4/26/2016,10/29/2018,46,5,4,3
1983,2,$929680.11,AL,US,3,Major Pharmaceuticals,Sporer-Turner,12954,2,2,US,3,1918,929523,1/15/2017,12/24/2018,87,3,2,1
1984,2,$658466.73,CA,US,3,Air Freight/Delivery Services,Wolff-Beahan,61787,1,2,US,1,1904,688623,6/24/2017,5/20/2018,42,3,4,4
1985,5,$624051.18,KY,US,2,Building operators,"Boyle, Grimes and Stanton",98495,1,1,US,6,1945,175287,8/19/2016,05-07-2018,47,2,1,4
1986,1,$438377.82,KS,US,2,Diversified Commercial Services,"O'Keefe, Kiehn and Hodkiewicz",91325,2,2,US,1,1946,29450,06-10-2017,3/31/2018,30,5,4,5
1987,3,$847405.84,NC,US,3,Oil & Gas Production,"Watsica, Hudson and Purdy",36638,3,3,US,3,1931,567211,1/19/2018,07-01-2018,82,1,2,5
1988,5,$421656.30,TX,US,2,Semiconductors,Dicki-Abbott,90133,4,1,US,4,2000,198213,03-01-2015,9/28/2018,73,2,1,1
1989,1,$818125.31,VA,US,3,Military/Government/Technical,Hansen-Keeling,67318,3,3,US,3,1950,608823,9/23/2017,08-03-2018,53,2,3,5
1990,4,$528103.70,GA,US,2,Major Pharmaceuticals,Hyatt LLC,52239,4,3,US,4,1965,633267,10/29/2017,8/23/2018,75,2,1,5
1991,2,$698900.43,TX,US,3,Major Banks,Larkin-Kuhlman,36248,2,2,US,7,1986,573931,7/31/2015,10-10-2018,57,5,4,5
1992,4,$22842.63,NC,US,2,Movies/Entertainment,Sauer-Lang,58364,3,2,US,1,1951,877575,9/19/2017,6/21/2018,55,4,3,5
1993,1,$870376.78,TX,US,3,Advertising,"Larkin, Toy and Kihn",92572,1,1,US,3,1906,792609,11-06-2015,4/15/2018,77,2,4,2
1994,2,$787272.75,MD,US,2,Mining & Quarrying of Nonmetallic Minerals (No Fuels),"Huel, Hermann and Thiel",38988,2,3,US,7,1962,968134,12-05-2017,03-09-2018,62,2,1,4
1995,2,$855249.24,SD,US,2,Real Estate,Daniel LLC,40072,3,1,US,2,1986,767542,5/17/2017,06-08-2018,46,1,1,1
1996,4,$46207.17,PA,US,2,Major Banks,Roob-Spencer,46915,2,1,US,1,1989,972202,03-05-2015,01-09-2019,77,1,5,3
1997,5,$760863.62,OK,US,3,,Ullrich and Sons,60505,4,3,US,6,1974,640188,05-10-2016,10-05-2018,48,2,4,1
1998,2,$25812.79,NC,US,4,Major Banks,Sauer and Sons,19599,1,3,US,7,1983,253644,5/30/2017,2/26/2018,85,2,5,3
1999,1,$176743.05,CA,US,3,Other Consumer Services,Rice and Sons,51794,2,3,US,5,1963,398030,09-06-2015,10/31/2018,49,1,5,1
2000,1,$982995.02,GA,US,2,Homebuilding,"Mraz, Mosciski and Wiegand",18763,3,3,US,2,1981,92868,1/15/2017,02-09-2018,85,2,2,5
2001,3,$280905.90,TX,US,3,Biotechnology: Biological Products (No Diagnostic Substances),"Simonis, Graham and Conroy",2781,1,2,US,4,1979,986492,2/26/2017,09-01-2018,87,5,5,4
2002,3,$902242.68,GA,US,3,Industrial Machinery/Components,Kulas Group,95743,4,1,US,3,1957,659772,11/28/2016,09-11-2018,73,3,1,5
2003,2,$432872.62,MD,US,2,Major Pharmaceuticals,Hermann Inc,67048,4,2,US,3,1942,619291,7/20/2017,02-07-2018,33,1,2,2
2004,5,$602365.69,NC,US,2,Life Insurance,Wolff Inc,74271,1,3,US,4,1916,991031,6/26/2017,8/29/2018,49,2,2,1
2005,1,$881988.91,IL,US,2,Advertising,Rutherford LLC,47655,1,3,US,7,1927,722991,12/18/2016,8/25/2018,45,5,1,2
2006,5,$430814.92,TX,US,2,Medical/Dental Instruments,Littel-Towne,14252,4,1,US,3,1982,53302,07-10-2015,10/31/2018,71,4,3,3
2007,1,$488381.86,TX,US,3,Real Estate,Kohler-Baumbach,47054,1,3,US,5,1925,888378,01-04-2017,8/22/2018,65,1,2,2
2008,5,$691551.79,TN,US,3,Telecommunications Equipment,"Dietrich, Bernier and Pouros",83667,2,3,US,5,1948,879685,4/21/2017,11/30/2018,68,4,3,1
2009,1,$415389.69,MI,US,2,Biotechnology: Biological Products (No Diagnostic Substances),Lind LLC,64268,2,2,US,5,1953,219058,9/21/2017,03-03-2018,50,2,4,2
2010,3,$361852.06,TX,US,3,Oil & Gas Production,"Simonis, Turner and Fay",28915,4,3,US,2,1971,292395,10-03-2017,5/17/2018,52,5,3,1
2011,4,$412924.85,TX,US,3,Professional Services,Runte LLC,68831,4,3,US,4,1968,211297,6/25/2016,05-02-2018,47,5,4,3
2012,3,$91863.70,NY,US,2,,Kub-Douglas,56576,2,1,US,5,1982,196751,02-06-2015,11/25/2018,78,3,2,5
2013,5,$577992.79,NM,US,2,Oil & Gas Production,"Ruecker, Hayes and Kessler",90080,3,2,US,3,1984,658741,04-07-2017,06-11-2018,81,3,4,4
2014,1,$170644.23,NY,US,2,Oil Refining/Marketing,Jones-Padberg,41696,1,1,US,7,1964,435015,1/15/2018,12/18/2018,47,4,1,3
2015,1,$600000.11,FL,US,3,Major Pharmaceuticals,Corwin-Williamson,95212,3,2,US,5,1985,459273,07-10-2015,10-02-2018,85,2,1,3
2016,4,$574803.36,WA,US,3,,"Effertz, Durgan and Reichel",5715,1,2,US,2,1970,641998,01-12-2016,02-01-2019,79,5,3,5
2017,2,$333796.50,FL,US,2,Major Chemicals,"Miller, Doyle and Spencer",45463,4,2,US,1,1941,253089,09-02-2017,9/28/2018,79,5,1,2
2018,3,$991322.48,ND,US,2,Telecommunications Equipment,Cartwright-Jacobi,37484,4,3,US,3,1907,925128,6/21/2015,11/30/2018,75,2,3,4
2019,1,$817144.79,OK,US,2,"Computer Software: Programming, Data Processing",Wehner-Grimes,31937,1,3,US,6,1919,867956,04-06-2015,6/14/2018,81,2,3,1
2020,3,$100726.90,CA,US,2,,"Hudson, Harris and Bode",19347,3,3,US,3,1999,504076,5/26/2017,10-05-2018,32,5,4,5
2021,1,$222553.63,OH,US,2,,"Spencer, Durgan and King",7876,1,3,US,6,1970,521507,03-07-2016,06-03-2018,55,1,1,5
2022,5,$482795.90,MA,US,2,,"Olson, Johnson and Crona",48479,2,2,US,7,1933,237549,12-04-2015,5/16/2018,47,3,2,4
2023,5,$939876.33,VA,US,2,Clothing/Shoe/Accessory Stores,Hirthe Inc,9564,3,2,US,2,1941,458882,6/29/2015,06-07-2018,85,3,4,3
2024,5,$624797.12,MD,US,2,,Emmerich-Aufderhar,53346,3,2,US,7,1939,573392,8/19/2017,05-05-2018,89,4,4,1
2025,2,$196174.51,WA,US,3,Electrical Products,Marvin Inc,29511,2,2,US,7,1968,499489,10/14/2016,6/14/2018,89,1,3,3
2026,3,$634170.61,DE,US,3,Telecommunications Equipment,Murphy-Pollich,32233,4,2,US,4,1950,138261,01-10-2016,5/30/2018,79,5,3,2
2027,4,$508359.85,KY,US,2,Industrial Machinery/Components,"Green, Heidenreich and Wintheiser",73141,3,3,US,7,1973,131262,11-10-2016,11-09-2018,81,4,3,3
2028,3,$985086.37,TN,US,3,Water Supply,Bosco-Lemke,58736,4,1,US,3,1946,762662,04-12-2015,12-12-2018,58,3,5,1
2029,2,$512128.30,IA,US,2,,Bode-Johnson,73838,4,1,US,1,1948,334298,4/30/2016,3/13/2018,87,1,4,3
2030,3,$839099.90,GA,US,2,Biotechnology: Laboratory Analytical Instruments,Thompson Inc,90736,4,2,US,7,1900,554943,02-12-2015,8/21/2018,88,5,5,3
2031,2,$152587.81,WV,US,3,Savings Institutions,"Mann, Weimann and Jones",66940,1,1,US,4,1952,409771,2/22/2016,03-03-2018,41,2,5,2
2032,1,$312881.09,NC,US,2,Publishing,VonRueden LLC,54772,2,3,US,4,1963,705452,7/16/2016,09-02-2018,76,1,4,2
2033,3,$714918.69,IL,US,2,,Oberbrunner-Hermiston,12481,4,2,US,7,1986,35336,11/18/2017,12-04-2018,34,1,3,3
2034,4,$485149.41,MI,US,3,,Rice Group,22496,2,2,US,4,1946,456993,05-06-2016,12/27/2018,56,5,4,5
2035,3,$889093.24,MD,US,3,Apparel,"Brakus, Walsh and Jenkins",35741,2,2,US,2,1925,425619,01-05-2018,11-09-2018,59,4,3,2
2036,3,$677061.13,FL,US,3,Major Pharmaceuticals,Kshlerin-Heller,18586,4,3,US,4,1957,934770,1/13/2017,1/22/2019,35,2,5,5
2037,5,$14082.11,SC,US,2,,"Boehm, Zemlak and Marquardt",38372,4,1,US,7,1943,565804,5/18/2015,4/15/2018,78,1,2,3
2038,5,$375748.74,PA,US,2,,Schoen Group,55659,2,3,US,7,1937,849723,7/13/2015,1/20/2019,33,1,5,1
2039,2,$171295.51,NC,US,2,Integrated oil Companies,Balistreri-Mosciski,83940,2,2,US,4,1960,13463,03-12-2017,07-06-2018,88,5,1,3
2040,5,$680689.97,CA,US,3,Business Services,Maggio and Sons,96807,3,3,US,1,1903,531401,4/20/2015,05-03-2018,67,3,4,1
2041,3,$963363.13,TN,US,2,Semiconductors,Feeney Group,31239,2,1,US,7,1961,72838,4/20/2017,02-03-2019,86,3,5,3
2042,3,$173890.88,OR,US,2,Oil & Gas Production,"Muller, Aufderhar and Vandervort",54343,4,2,US,1,1975,876589,6/17/2015,04-02-2018,89,5,5,3
2043,3,$303717.09,MA,US,3,Electric Utilities: Central,Kshlerin Inc,89885,2,2,US,3,1997,246261,12/22/2016,6/29/2018,51,2,2,1
2044,5,$426053.28,WA,US,3,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Cruickshank-Lowe,95767,2,3,US,6,1923,625019,01-09-2018,01-08-2019,38,3,1,4
2045,3,$781793.56,MD,US,3,,Zemlak Inc,47359,4,2,US,4,1910,662450,3/21/2017,06-09-2018,34,5,3,3
2046,3,$216624.55,MI,US,2,,"Luettgen, Feil and Dickens",67069,1,2,US,7,1999,674167,9/20/2016,5/22/2018,56,4,3,4
2047,3,$874208.21,OR,US,3,Life Insurance,Schamberger-Rutherford,26579,1,1,US,5,1954,533269,10-07-2017,03-04-2018,33,3,3,4
2048,1,$930201.17,IL,US,2,Electronic Components,Rice and Sons,9016,2,2,US,3,1903,618906,2/15/2017,10-07-2018,62,3,4,5
2049,5,$522141.34,DC,US,2,Restaurants,Davis LLC,13689,2,1,US,2,1967,571542,6/25/2015,02-08-2018,75,1,3,5
2050,2,$642620.48,TX,US,3,Major Banks,Lockman Group,65375,2,2,US,1,1939,323720,02-10-2016,7/23/2018,74,3,2,1
2051,1,$904044.02,DC,US,3,Semiconductors,Medhurst Group,42071,2,1,US,5,1928,26485,10/17/2017,01-05-2019,41,4,4,3
2052,2,$993638.02,OH,US,3,Television Services,Langworth-Bode,87118,1,2,US,4,1970,692510,03-06-2017,01-02-2019,75,5,2,5
2053,1,$242265.33,CO,US,2,Food Distributors,Prosacco-Pacocha,36812,3,2,US,2,1919,497203,9/18/2015,7/24/2018,34,5,5,3
2054,2,$909361.57,TX,US,2,Industrial Machinery/Components,"Kuhic, Kshlerin and Powlowski",88312,2,1,US,5,1950,624694,04-09-2016,4/13/2018,35,1,1,1
2055,4,$35761.62,CA,US,2,Agricultural Chemicals,Harris-Welch,16205,4,2,US,2,1957,411952,05-06-2015,5/16/2018,79,1,3,3
2056,3,$713099.67,MO,US,2,,Rolfson-Mraz,67431,4,2,US,1,1938,637030,11-08-2016,1/28/2019,49,3,4,3
2057,2,$444985.18,UT,US,2,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Miller, Davis and Wisoky",9536,1,1,US,7,1908,755962,06-02-2016,9/23/2018,53,2,5,2
2058,1,$326378.01,PA,US,2,Property-Casualty Insurers,Becker Group,68700,3,3,US,1,1926,743383,11-02-2016,03-04-2018,80,2,4,2
2059,1,$827114.84,DC,US,3,,Runte-Bergstrom,72314,3,3,US,5,2000,299408,05-10-2017,4/24/2018,45,1,1,3
2060,1,$315309.84,UT,US,3,Major Banks,"Konopelski, Johns and Mertz",55840,1,3,US,2,1966,133338,11-05-2016,7/26/2018,40,2,4,4
2061,4,$714329.30,MI,US,2,Investment Managers,Price-Goldner,52027,3,2,US,2,1925,111851,01-05-2016,9/24/2018,90,2,1,4
2062,4,$16808.78,FL,US,2,Savings Institutions,Macejkovic-Koss,21788,2,1,US,3,1966,670392,02-08-2017,7/18/2018,46,2,2,2
2063,4,$104850.45,WA,US,2,Real Estate Investment Trusts,Luettgen and Sons,12325,3,2,US,7,1923,13341,02-09-2017,12-10-2018,67,1,4,2
2064,3,$616431.22,TX,US,2,Plastic Products,Corwin-Stehr,84336,1,1,US,5,1917,37388,5/29/2017,09-04-2018,33,4,1,2
2065,1,$854969.22,AK,US,2,Biotechnology: Biological Products (No Diagnostic Substances),Kertzmann-Trantow,23500,3,2,US,3,1940,953652,09-05-2016,4/21/2018,58,1,4,4
2066,2,$332896.27,TN,US,2,,Herzog and Sons,44047,3,1,US,4,1923,355902,9/14/2017,05-10-2018,44,5,1,1
2067,4,$773459.87,PA,US,3,Telecommunications Equipment,Farrell and Sons,40137,4,1,US,2,1978,677231,2/17/2016,7/26/2018,36,4,2,3
2068,1,$21483.38,MO,US,3,Major Chemicals,Kessler Group,75610,2,1,US,3,1902,885240,01-03-2018,12/16/2018,33,2,3,3
2069,4,$596528.31,MI,US,3,Home Furnishings,Bogan-Padberg,70773,4,1,US,1,1933,929291,6/20/2017,10/21/2018,30,2,5,2
2070,4,$877083.14,OR,US,3,Accident &Health Insurance,"Carter, Morissette and Quitzon",92503,4,3,US,5,1964,110577,4/20/2017,3/18/2018,87,2,1,1
2071,1,$439671.78,NY,US,3,Metal Fabrications,Christiansen Inc,25695,3,1,US,7,1907,332392,9/15/2016,5/31/2018,45,3,3,2
2072,1,$695146.77,FL,US,2,Real Estate Investment Trusts,Sipes and Sons,94378,1,1,US,3,1904,82921,9/24/2015,1/14/2019,61,2,2,5
2073,1,$502928.79,GA,US,3,Hotels/Resorts,Volkman-Cummerata,59767,1,3,US,1,1928,534566,05-09-2016,8/25/2018,31,3,3,2
2074,3,$684303.83,MA,US,2,,Pfannerstill-Emard,17055,1,2,US,3,1948,959514,01-07-2017,7/24/2018,52,5,1,4
2075,5,$426133.03,FL,US,2,Automotive Aftermarket,Bailey and Sons,22008,4,3,US,4,1994,285206,6/24/2017,4/14/2018,69,4,4,1
2076,1,$783125.05,GA,US,3,,Mills Inc,41064,1,2,US,5,1928,609234,10-06-2016,10/30/2018,77,4,1,2
2077,5,$503215.32,CA,US,3,Computer Software: Prepackaged Software,Wiza-Mills,20801,2,1,US,1,1934,496899,03-06-2015,12-03-2018,52,3,2,5
2078,5,$546939.79,OH,US,3,Major Pharmaceuticals,"Rosenbaum, O'Conner and Gottlieb",58590,4,2,US,5,1921,447610,4/19/2016,11-07-2018,74,1,2,5
